la,la_code,county,region,country,force,force_code,Mixed_Asian_stopped,Mixed_Asian_not_stopped,Mixed_Asian_population,Mixed_Asian_stop_rate,White_stopped,White_not_stopped,White_population,White_stop_rate,or,or_ci_low,or_ci_upp,rr,rr_ci_low,rr_ci_upp,warning,stats_altered_flag
Rushmoor,E07000092,Hampshire,South East,England,Hampshire,E23000030,5,824,829,0.6031363088057901,461,76460,76921,0.5993161815369015,1.0064132988725665,0.3243653628459529,2.375210278521316,1.0063741433763598,0.4180109144191753,2.422876727665756,Chi-squared approximation may be incorrect,0
Test Valley,E07000093,Hampshire,South East,England,Hampshire,E23000030,1,834,835,0.11976047904191617,355,120843,121198,0.2929091239129359,0.40816832607751147,0.010295545393260441,2.2950757990962787,0.4088656489837227,0.05750342266156603,2.9071507604470654,Chi-squared approximation may be incorrect,0
Winchester,E07000094,Hampshire,South East,England,Hampshire,E23000030,7,1104,1111,0.6300630063006301,498,118346,118844,0.4190367204065834,1.5067461514986356,0.6012515346148062,3.1382520789582085,1.503598552626347,0.7147797233917389,3.162944517693037,Chi-squared approximation may be incorrect,0
Broxbourne,E07000095,Hertfordshire,East of England,England,Hertfordshire,E23000027,0,749,749,0,199,79764,79963,0.2488651001088003,0,0,1.997463492414078,0,0,NA,Chi-squared approximation may be incorrect,0
Dacorum,E07000096,Hertfordshire,East of England,England,Hertfordshire,E23000027,3,1684,1687,0.17783046828689983,397,133809,134206,0.2958138980373456,0.6004476391712632,0.12317611854012005,1.7705830348767637,0.6011565699473974,0.19325636857835407,1.8699990290068922,Chi-squared approximation may be incorrect,0
Hertsmere,E07000098,Hertfordshire,East of England,England,Hertfordshire,E23000027,0,1240,1240,0,212,82484,82696,0.25636064622230825,0,0,1.1693463218536548,0,0,NA,Chi-squared approximation may be incorrect,0
North Hertfordshire,E07000099,Hertfordshire,East of England,England,Hertfordshire,E23000027,2,1453,1455,0.13745704467353953,247,116253,116500,0.21201716738197424,0.6478475300151317,0.07794564074623074,2.3693524184109775,0.6483297856059659,0.16139534191728658,2.604359617263881,Chi-squared approximation may be incorrect,0
Three Rivers,E07000102,Hertfordshire,East of England,England,Hertfordshire,E23000027,1,1345,1346,0.07429420505200594,153,71987,72140,0.21208760742999722,0.3497926558890136,0.008796231410807345,1.9817287534251358,0.3502996047354058,0.04906615646512689,2.500905347354768,Chi-squared approximation may be incorrect,0
Watford,E07000103,Hertfordshire,East of England,England,Hertfordshire,E23000027,2,1406,1408,0.14204545454545456,310,61495,61805,0.5015775422700428,0.2821639874239532,0.03398878774813239,1.029889804544011,0.2831973973607038,0.07058239412563437,1.136271542859847,NA,0
Ashford,E07000105,Kent,South East,England,Kent,E23000032,1,897,898,0.11135857461024498,312,115819,116131,0.268662114336396,0.41385323679670905,0.010435740688653251,2.32865204121666,0.41449303295071666,0.05826793884563812,2.9485249996541616,Chi-squared approximation may be incorrect,0
Canterbury,E07000106,Kent,South East,England,Kent,E23000032,6,1402,1408,0.4261363636363636,774,139118,139892,0.5532839619134761,0.7692123750748734,0.2809331275526688,1.6861758964618891,0.7701946793516561,0.34554166124538377,1.7167245245149878,NA,0
Dartford,E07000107,Kent,South East,England,Kent,E23000032,2,978,980,0.20408163265306123,636,85833,86469,0.7355237137008639,0.27600850422837997,0.033296202984018884,1.003761733849246,0.2774643819792068,0.06934125718723158,1.1102550831928009,NA,0
Dover,E07000108,Kent,South East,England,Kent,E23000032,1,545,546,0.18315018315018314,461,109468,109929,0.41936158793403017,0.4357134265225069,0.010990255838478328,2.4498894958176067,0.436735715477581,0.06150031292998345,3.10141649833335,Chi-squared approximation may be incorrect,0
Gravesham,E07000109,Kent,South East,England,Kent,E23000032,7,784,791,0.8849557522123894,393,80829,81222,0.4838590529659452,1.8364050140103734,0.731059146840048,3.8376156302472735,1.8289535904884144,0.8690686663054463,3.8490298475273663,Chi-squared approximation may be incorrect,0
Maidstone,E07000110,Kent,South East,England,Kent,E23000032,6,1310,1316,0.4559270516717325,1207,155375,156582,0.7708421146747391,0.5895964069026723,0.21554160362112568,1.2905097831917323,0.5914661939093887,0.26568282305698077,1.3167289270433202,NA,0
Sevenoaks,E07000111,Kent,South East,England,Kent,E23000032,0,1347,1347,0,451,110022,110473,0.4082445484417007,0,0,0.6717523304642902,0,0,NA,NA,0
Folkestone and Hythe,E07000112,Kent,South East,England,Kent,E23000032,1,675,676,0.14792899408284024,477,100854,101331,0.47073452349231726,0.3132463704444431,0.007905433299082642,1.7595818226807223,0.31425142346767887,0.04424022141180076,2.232221132716133,Chi-squared approximation may be incorrect,0
Swale,E07000113,Kent,South East,England,Kent,E23000032,2,755,757,0.26420079260237783,550,140689,141239,0.3894108567746869,0.6776125923769403,0.08170544913508133,2.467993796881319,0.6784628317521316,0.1695667766107044,2.714634454165019,Chi-squared approximation may be incorrect,0
Thanet,E07000114,Kent,South East,England,Kent,E23000032,3,891,894,0.33557046979865773,1132,129022,130154,0.8697389246584815,0.38378501258799086,0.07886825193285135,1.128035161262576,0.38582896577892667,0.12448942126041407,1.1957963120628055,NA,0
Tonbridge and Malling,E07000115,Kent,South East,England,Kent,E23000032,1,1040,1041,0.09606147934678194,365,122385,122750,0.2973523421588595,0.32241616964239317,0.008135767529700664,1.8115442955997318,0.32305607095390365,0.04542793263777961,2.2973800241435485,Chi-squared approximation may be incorrect,0
Tunbridge Wells,E07000116,Kent,South East,England,Kent,E23000032,2,1283,1285,0.1556420233463035,397,104713,105110,0.3776995528493959,0.4111900980449495,0.049572092169464496,1.498127335171088,0.41207891873879,0.102813215290379,1.6516265422624183,Chi-squared approximation may be incorrect,0
Burnley,E07000117,Lancashire,North West,England,Lancashire,E23000003,1,825,826,0.12106537530266344,462,77461,77923,0.5928929840996882,0.20324083355937209,0.005131483091388203,1.1411319385015204,0.20419431254782344,0.02873701770879318,1.4509270829491792,Chi-squared approximation may be incorrect,0
Chorley,E07000118,Lancashire,North West,England,Lancashire,E23000003,0,520,520,0,294,112179,112473,0.2613960683897469,0,0,2.733492354000197,0,0,NA,Chi-squared approximation may be incorrect,0
Fylde,E07000119,Lancashire,North West,England,Lancashire,E23000003,0,396,396,0,107,78121,78228,0.13677966968348929,0,0,6.951543195895448,0,0,NA,Chi-squared approximation may be incorrect,0
Hyndburn,E07000120,Lancashire,North West,England,Lancashire,E23000003,2,571,573,0.34904013961605584,485,67369,67854,0.7147699472396616,0.486566147247389,0.05861739585686809,1.7751261773177487,0.4883251470826362,0.1220778894631768,1.95335494676296,Chi-squared approximation may be incorrect,0
Lancaster,E07000121,Lancashire,North West,England,Lancashire,E23000003,0,823,823,0,712,131952,132664,0.5366942049086414,0,0,0.8347096645012113,0,0,NA,Chi-squared approximation may be incorrect,0
Pendle,E07000122,Lancashire,North West,England,Lancashire,E23000003,0,885,885,0,152,67202,67354,0.22567330819253498,0,0,1.8692964081677306,0,0,NA,Chi-squared approximation may be incorrect,0
Preston,E07000123,Lancashire,North West,England,Lancashire,E23000003,16,1305,1321,1.2112036336109009,1853,105106,106959,1.732439532905132,0.6954441302930615,0.3954404708327961,1.1367431920261848,0.6991318372767854,0.42869158214847536,1.140179434931673,NA,0
Ribble Valley,E07000124,Lancashire,North West,England,Lancashire,E23000003,0,323,323,0,80,59154,59234,0.13505756828848298,0,0,8.691561079224922,0,0,NA,Chi-squared approximation may be incorrect,0
Rossendale,E07000125,Lancashire,North West,England,Lancashire,E23000003,0,425,425,0,93,65375,65468,0.1420541333170404,0,0,6.250652700762477,0,0,NA,Chi-squared approximation may be incorrect,0
South Ribble,E07000126,Lancashire,North West,England,Lancashire,E23000003,0,632,632,0,216,105622,105838,0.2040854891437858,0,0,2.886988166089193,0,0,NA,Chi-squared approximation may be incorrect,0
West Lancashire,E07000127,Lancashire,North West,England,Lancashire,E23000003,2,507,509,0.3929273084479371,356,113339,113695,0.3131184308896609,1.2558839578465204,0.15111192979892285,4.593285632683208,1.2548839981457363,0.3134804736929858,5.023387358870968,Chi-squared approximation may be incorrect,0
Wyre,E07000128,Lancashire,North West,England,Lancashire,E23000003,0,367,367,0,659,108378,109037,0.6043819987710594,0,0,1.666065854294237,0,0,NA,Chi-squared approximation may be incorrect,0
Blaby,E07000129,Leicestershire,East Midlands,England,Leicestershire,E23000021,0,857,857,0,138,88470,88608,0.1557421451787649,0,0,2.8026766330763855,0,0,NA,Chi-squared approximation may be incorrect,0
Charnwood,E07000130,Leicestershire,East Midlands,England,Leicestershire,E23000021,1,1720,1721,0.058105752469494475,415,150809,151224,0.27442733957572873,0.21128439579371544,0.005336524742859058,1.1852449265777811,0.21173456172161043,0.029772488270309146,1.505803754809135,Chi-squared approximation may be incorrect,0
Harborough,E07000131,Leicestershire,East Midlands,England,Leicestershire,E23000021,0,762,762,0,90,88546,88636,0.10153887810821788,0,0,4.873642625391818,0,0,NA,Chi-squared approximation may be incorrect,0
Hinckley and Bosworth,E07000132,Leicestershire,East Midlands,England,Leicestershire,E23000021,3,678,681,0.4405286343612335,262,106790,107052,0.24474087359414118,1.803425108161092,0.3686263794631071,5.351246303626848,1.7999798231159834,0.578235792971942,5.603124889541141,Chi-squared approximation may be incorrect,0
Melton,E07000133,Leicestershire,East Midlands,England,Leicestershire,E23000021,1,238,239,0.41841004184100417,164,49936,50100,0.3273453093812375,1.2793507705590035,0.032063732408176115,7.296864796668753,1.278191652209409,0.17971690861788783,9.090819068402357,Chi-squared approximation may be incorrect,0
North West Leicestershire,E07000134,Leicestershire,East Midlands,England,Leicestershire,E23000021,1,575,576,0.1736111111111111,271,99986,100257,0.2703053153395773,0.6416579660827927,0.016158557630038463,3.6194400787802308,0.6422778290282902,0.09030139136653627,4.568266373514205,Chi-squared approximation may be incorrect,0
Oadby and Wigston,E07000135,Leicestershire,East Midlands,England,Leicestershire,E23000021,2,728,730,0.273972602739726,74,36490,36564,0.2023848594245706,1.354677826002982,0.16078193078676334,5.0873245488931795,1.3537208441318032,0.3329581887788484,5.503874617284491,Chi-squared approximation may be incorrect,0
Boston,E07000136,Lincolnshire,East Midlands,England,Lincolnshire,E23000020,0,261,261,0,170,66228,66398,0.2560318081869936,0,0,5.604779861929461,0,0,NA,Chi-squared approximation may be incorrect,0
East Lindsey,E07000137,Lincolnshire,East Midlands,England,Lincolnshire,E23000020,0,455,455,0,421,138505,138926,0.303039027971726,0,0,2.6898480173495454,0,0,NA,Chi-squared approximation may be incorrect,0
Lincoln,E07000138,Lincolnshire,East Midlands,England,Lincolnshire,E23000020,2,655,657,0.30441400304414,765,94596,95361,0.8022147418756096,0.3775945331508087,0.04555082913997847,1.3740727091894775,0.37946697704957166,0.09493345038051158,1.5168013602579458,NA,0
North Kesteven,E07000139,Lincolnshire,East Midlands,England,Lincolnshire,E23000020,0,450,450,0,213,114431,114644,0.18579254038589024,0,0,4.4604350585329735,0,0,NA,Chi-squared approximation may be incorrect,0
South Holland,E07000140,Lincolnshire,East Midlands,England,Lincolnshire,E23000020,0,343,343,0,125,91157,91282,0.13693827917880852,0,0,8.003230458698736,0,0,NA,Chi-squared approximation may be incorrect,0
South Kesteven,E07000141,Lincolnshire,East Midlands,England,Lincolnshire,E23000020,0,590,590,0,354,136890,137244,0.25793477310483515,0,0,2.437991235076903,0,0,NA,Chi-squared approximation may be incorrect,0
West Lindsey,E07000142,Lincolnshire,East Midlands,England,Lincolnshire,E23000020,0,358,358,0,166,91861,92027,0.1803818444586915,0,0,5.795097742916882,0,0,NA,Chi-squared approximation may be incorrect,0
Breckland,E07000143,Norfolk,East of England,England,Norfolk,E23000024,0,482,482,0,374,135734,136108,0.27478179093073146,0,0,2.8019652760548714,0,0,NA,Chi-squared approximation may be incorrect,0
Great Yarmouth,E07000145,Norfolk,East of England,England,Norfolk,E23000024,0,374,374,0,259,93853,94112,0.27520401224073443,0,0,3.617436245810688,0,0,NA,Chi-squared approximation may be incorrect,0
King's Lynn and West Norfolk,E07000146,Norfolk,East of England,England,Norfolk,E23000024,0,526,526,0,525,146482,147007,0.3571258511499453,0,0,1.9705686087226273,0,0,NA,Chi-squared approximation may be incorrect,0
Norwich,E07000148,Norfolk,East of England,England,Norfolk,E23000024,0,1287,1287,0,528,124465,124993,0.4224236557247206,0,0,0.6790093361464299,0,0,NA,NA,0
South Norfolk,E07000149,Norfolk,East of England,England,Norfolk,E23000024,0,745,745,0,117,135135,135252,0.08650519031141869,0,0,5.8240049072154045,0,0,NA,Chi-squared approximation may be incorrect,0
Craven,E07000163,North Yorkshire,Yorkshire and The Humber,England,North Yorkshire,E23000009,0,208,208,0,2,55081,55083,0.0036308843018717212,0,0,1419.2991999445574,0,0,NA,Chi-squared approximation may be incorrect,0
Hambleton,E07000164,North Yorkshire,Yorkshire and The Humber,England,North Yorkshire,E23000009,0,283,283,0,3,88635,88638,0.0033845529005618355,0,0,752.5628220687536,0,0,NA,Chi-squared approximation may be incorrect,0
Harrogate,E07000165,North Yorkshire,Yorkshire and The Humber,England,North Yorkshire,E23000009,0,997,997,0,12,155044,155056,0.007739139407697864,0,0,55.9590988468766,0,0,NA,Chi-squared approximation may be incorrect,0
Richmondshire,E07000166,North Yorkshire,Yorkshire and The Humber,England,North Yorkshire,E23000009,1,149,150,0.6666666666666667,3,46941,46944,0.006390593047034766,104.92636476473066,1.987146439767165,1328.5829378298283,104.32,10.913218632276074,997.2000714632705,Chi-squared approximation may be incorrect,0
Ryedale,E07000167,North Yorkshire,Yorkshire and The Humber,England,North Yorkshire,E23000009,0,132,132,0,3,53614,53617,0.005595240315571554,0,0,985.4839044216371,0,0,NA,Chi-squared approximation may be incorrect,0
Scarborough,E07000168,North Yorkshire,Yorkshire and The Humber,England,North Yorkshire,E23000009,0,404,404,0,4,105260,105264,0.003799969600243198,0,0,395.2618145680961,0,0,NA,Chi-squared approximation may be incorrect,0
Selby,E07000169,North Yorkshire,Yorkshire and The Humber,England,North Yorkshire,E23000009,0,322,322,0,12,89643,89655,0.013384641124309853,0,0,100.79092891389884,0,0,NA,Chi-squared approximation may be incorrect,0
Ashfield,E07000170,Nottinghamshire,East Midlands,England,Nottinghamshire,E23000019,0,449,449,0,229,119797,120026,0.1907919950677353,0,0,4.350432479433806,0,0,NA,Chi-squared approximation may be incorrect,0
Bassetlaw,E07000171,Nottinghamshire,East Midlands,England,Nottinghamshire,E23000019,0,385,385,0,110,113308,113418,0.09698636900668324,0,0,10.084732682630404,0,0,NA,Chi-squared approximation may be incorrect,0
Broxtowe,E07000172,Nottinghamshire,East Midlands,England,Nottinghamshire,E23000019,0,803,803,0,69,98478,98547,0.07001735212639654,0,0,6.7499745520706345,0,0,NA,Chi-squared approximation may be incorrect,0
Gedling,E07000173,Nottinghamshire,East Midlands,England,Nottinghamshire,E23000019,0,859,859,0,77,104758,104835,0.07344875280202223,0,0,5.997129070437787,0,0,NA,Chi-squared approximation may be incorrect,0
Mansfield,E07000174,Nottinghamshire,East Midlands,England,Nottinghamshire,E23000019,0,345,345,0,308,104133,104441,0.29490334255704176,0,0,3.6562059438484362,0,0,NA,Chi-squared approximation may be incorrect,0
Newark and Sherwood,E07000175,Nottinghamshire,East Midlands,England,Nottinghamshire,E23000019,0,535,535,0,90,117831,117921,0.07632228356272419,0,0,9.246435000041057,0,0,NA,Chi-squared approximation may be incorrect,0
Rushcliffe,E07000176,Nottinghamshire,East Midlands,England,Nottinghamshire,E23000019,0,1226,1226,0,71,106668,106739,0.06651739289294446,0,0,4.646694332477823,0,0,NA,Chi-squared approximation may be incorrect,0
Cherwell,E07000177,Oxfordshire,South East,England,Thames Valley,E23000029,3,1435,1438,0.2086230876216968,424,140875,141299,0.3000728950664902,0.6946056427760123,0.14251576046709644,2.0479011323676186,0.6952413598551447,0.22360161183650287,2.161704222448375,Chi-squared approximation may be incorrect,0
Oxford,E07000178,Oxfordshire,South East,England,Thames Valley,E23000029,12,3185,3197,0.3753518923991242,688,113310,113998,0.6035193599887717,0.6205142863471768,0.3187069884621544,1.0925332092637476,0.6219384451993512,0.35185480859157736,1.0993381934023274,NA,0
South Oxfordshire,E07000179,Oxfordshire,South East,England,Thames Valley,E23000029,5,1284,1289,0.3878975950349108,282,138259,138541,0.20354985166845915,1.9091893581121007,0.614093825563652,4.5196671284600365,1.9056638550968643,0.788418600549701,4.606125129583004,Chi-squared approximation may be incorrect,0
Vale of White Horse,E07000180,Oxfordshire,South East,England,Thames Valley,E23000029,1,1265,1266,0.07898894154818326,333,125521,125854,0.2645923053697141,0.2979879383784845,0.0075189128230546375,1.6746750234601293,0.2985307582463981,0.04196135815792464,2.123873428590119,Chi-squared approximation may be incorrect,0
West Oxfordshire,E07000181,Oxfordshire,South East,England,Thames Valley,E23000029,2,816,818,0.24449877750611246,244,108237,108481,0.22492418027119956,1.0872380587636319,0.13069330660149345,3.981954470817562,1.0870275361737944,0.2707866316538438,4.363689806927353,Chi-squared approximation may be incorrect,0
Mendip,E07000187,Somerset,South West,England,Avon and Somerset,E23000036,1,642,643,0.15552099533437014,140,111884,112024,0.12497322002428052,1.2448099293741992,0.031247213459251837,7.074612072725072,1.2444345700955344,0.17434099425909402,8.882692253936588,Chi-squared approximation may be incorrect,0
Sedgemoor,E07000188,Somerset,South West,England,Avon and Somerset,E23000036,1,492,493,0.2028397565922921,278,120494,120772,0.23018580465670851,0.8809595110035798,0.022180470157306276,4.9717669184102045,0.8812001109051906,0.1239393266518391,6.265272342818539,Chi-squared approximation may be incorrect,0
South Somerset,E07000189,Somerset,South West,England,Avon and Somerset,E23000036,1,601,602,0.16611295681063123,158,166333,166491,0.09490002462595576,1.7516374321270365,0.04400018306560529,9.939151736853528,1.7503995121746079,0.24544478334522463,12.483045719947732,Chi-squared approximation may be incorrect,0
Cannock Chase,E07000192,Staffordshire,West Midlands,England,Staffordshire,E23000015,0,346,346,0,4,97064,97068,0.004120822516174228,0,0,425.09917409027054,0,0,NA,Chi-squared approximation may be incorrect,0
East Staffordshire,E07000193,Staffordshire,West Midlands,England,Staffordshire,E23000015,0,867,867,0,1,106734,106735,9.368997985665433e-4,0,0,4466.2441270976215,0,0,NA,Chi-squared approximation may be incorrect,0
Lichfield,E07000194,Staffordshire,West Midlands,England,Staffordshire,E23000015,1,607,608,0.1644736842105263,1,100845,100846,9.916109711837853e-4,165.811132963821,2.113024886698754,11411.549026890889,165.86513157894737,10.386575772382038,2648.7306766541938,Chi-squared approximation may be incorrect,0
South Staffordshire,E07000196,Staffordshire,West Midlands,England,Staffordshire,E23000015,0,615,615,0,26,103323,103349,0.025157476124587564,0,0,25.68659670487102,0,0,NA,Chi-squared approximation may be incorrect,0
Stafford,E07000197,Staffordshire,West Midlands,England,Staffordshire,E23000015,0,677,677,0,21,127602,127623,0.01645471427563997,0,0,36.294118709225316,0,0,NA,Chi-squared approximation may be incorrect,0
Tamworth,E07000199,Staffordshire,West Midlands,England,Staffordshire,E23000015,0,369,369,0,3,75179,75182,0.0039903168311563935,0,0,492.24363057438813,0,0,NA,Chi-squared approximation may be incorrect,0
Babergh,E07000200,Suffolk,East of England,England,Suffolk,E23000025,0,382,382,0,123,89080,89203,0.13788773920159636,0,0,7.133508492085668,0,0,NA,Chi-squared approximation may be incorrect,0
Ipswich,E07000202,Suffolk,East of England,England,Suffolk,E23000025,1,819,820,0.12195121951219512,557,116181,116738,0.47713683633435555,0.25468907082638054,0.006431885746770939,1.4288626199062606,0.25558961334676183,0.0359832402387243,1.8154576968987044,Chi-squared approximation may be incorrect,0
Mid Suffolk,E07000203,Suffolk,East of England,England,Suffolk,E23000025,0,365,365,0,114,99229,99343,0.11475393334205732,0,0,8.985887517376913,0,0,NA,Chi-squared approximation may be incorrect,0
Elmbridge,E07000207,Surrey,South East,England,Surrey,E23000031,3,2369,2372,0.12647554806070826,240,118934,119174,0.2013862084011613,0.6275552505997495,0.12841897692430965,1.8584031912262293,0.6280248735244519,0.20127439715148218,1.959589730970904,Chi-squared approximation may be incorrect,0
Epsom and Ewell,E07000208,Surrey,South East,England,Surrey,E23000031,1,1415,1416,0.07062146892655367,179,63913,64092,0.27928602633714034,0.25236853010817456,0.006352246855472915,1.4263749813906386,0.252864312091658,0.03545014831221374,1.80366975524212,Chi-squared approximation may be incorrect,0
Guildford,E07000209,Surrey,South East,England,Surrey,E23000031,8,1765,1773,0.4512126339537508,418,123668,124086,0.33686314330383765,1.3409866840573286,0.5742268367155867,2.672705992449109,1.3394538492053856,0.6664986541623782,2.6918833263150455,NA,0
Mole Valley,E07000210,Surrey,South East,England,Surrey,E23000031,0,878,878,0,98,80796,80894,0.12114619131208743,0,0,3.5372802844229834,0,0,NA,Chi-squared approximation may be incorrect,0
Reigate and Banstead,E07000211,Surrey,South East,England,Surrey,E23000031,4,1891,1895,0.21108179419525064,437,126474,126911,0.34433579437558604,0.6121944549944337,0.16585882974806657,1.5813064797103624,0.6130114778744498,0.22928650836312328,1.638923609978332,NA,0
Runnymede,E07000212,Surrey,South East,England,Surrey,E23000031,15,1177,1192,1.2583892617449663,1072,71927,72999,1.4685132673050316,0.8550916035365761,0.4753487564169292,1.4226487347315273,0.8569137846839627,0.516446882738403,1.4218330266373977,NA,0
Spelthorne,E07000213,Surrey,South East,England,Surrey,E23000031,1,1488,1489,0.0671591672263264,381,80128,80509,0.47323901675589064,0.14134798197913273,0.0035702508407914365,0.7934637565502719,0.14191384236809218,0.019952516100091803,1.0093733820158677,NA,0
Surrey Heath,E07000214,Surrey,South East,England,Surrey,E23000031,1,962,963,0.10384215991692627,104,76501,76605,0.13576137327850663,0.7646452215744701,0.01915732957205007,4.365316244173656,0.7648873711957824,0.10684615821523631,5.475654907837069,Chi-squared approximation may be incorrect,0
Tandridge,E07000215,Surrey,South East,England,Surrey,E23000031,1,1136,1137,0.08795074758135445,84,78127,78211,0.10740177212924013,0.8187371286538286,0.020469948381546154,4.696990088943065,0.8188947522720611,0.11411755620305272,5.876296668196454,Chi-squared approximation may be incorrect,0
Waverley,E07000216,Surrey,South East,England,Surrey,E23000031,0,1324,1324,0,87,119661,119748,0.07265257039783546,0,0,3.9199005430474516,0,0,NA,Chi-squared approximation may be incorrect,0
Woking,E07000217,Surrey,South East,England,Surrey,E23000031,6,1464,1470,0.40816326530612246,217,80920,81137,0.26744888275386075,1.528248972714674,0.5538214961845741,3.3889557473352077,1.5261356155365373,0.6792554288470287,3.4288867163895818,Chi-squared approximation may be incorrect,0
North Warwickshire,E07000218,Warwickshire,West Midlands,England,Warwickshire,E23000017,0,268,268,0,1,62439,62440,0.0016015374759769379,0,0,7956.864213072545,0,0,NA,Chi-squared approximation may be incorrect,0
Nuneaton and Bedworth,E07000219,Warwickshire,West Midlands,England,Warwickshire,E23000017,0,694,694,0,5,116712,116717,0.00428386610348107,0,0,183.9780551134423,0,0,NA,Chi-squared approximation may be incorrect,0
Rugby,E07000220,Warwickshire,West Midlands,England,Warwickshire,E23000017,0,987,987,0,5,97728,97733,0.005115979249588164,0,0,108.0544763812879,0,0,NA,Chi-squared approximation may be incorrect,0
Stratford-on-Avon,E07000221,Warwickshire,West Midlands,England,Warwickshire,E23000017,0,922,922,0,14,128418,128432,0.010900710103401021,0,0,42.05717508580433,0,0,NA,Chi-squared approximation may be incorrect,0
Warwick,E07000222,Warwickshire,West Midlands,England,Warwickshire,E23000017,0,1745,1745,0,15,125297,125312,0.011970122574055159,0,0,20.03819450208207,0,0,NA,Chi-squared approximation may be incorrect,0
Adur,E07000223,West Sussex,South East,England,Sussex,E23000033,3,532,535,0.5607476635514018,86,60050,60136,0.14300917919382733,3.937354937072064,0.7938618553748958,11.959653925555857,3.921060638991523,1.244034190184987,12.358757223836749,Chi-squared approximation may be incorrect,0
Arun,E07000224,West Sussex,South East,England,Sussex,E23000033,0,784,784,0,432,157195,157627,0.2740647224143072,0,0,1.7234573525839596,0,0,NA,Chi-squared approximation may be incorrect,0
Chichester,E07000225,West Sussex,South East,England,Sussex,E23000033,1,719,720,0.1388888888888889,257,117760,118017,0.21776523721158814,0.637289990657555,0.016050905841855836,3.593489940903609,0.6377918287937744,0.08962243778525085,4.53880107402134,Chi-squared approximation may be incorrect,0
Crawley,E07000226,West Sussex,South East,England,Sussex,E23000033,10,1281,1291,0.774593338497289,459,86040,86499,0.5306419727395693,1.4632770189527902,0.6953116510703046,2.724558726773322,1.4597287404504793,0.7820435911910323,2.724666527158642,NA,0
Horsham,E07000227,West Sussex,South East,England,Sussex,E23000033,2,1158,1160,0.1724137931034483,190,136919,137109,0.13857587758644582,1.244600227247044,0.14947833166176816,4.568089740058266,1.2441833030852996,0.309282385711537,5.0051091274238795,Chi-squared approximation may be incorrect,0
Mid Sussex,E07000228,West Sussex,South East,England,Sussex,E23000033,1,1596,1597,0.06261740763932373,187,140212,140399,0.1331918318506542,0.469817965031128,0.011827135041863855,2.653512986710905,0.47012948744135896,0.06591919563758666,3.3529191736048714,Chi-squared approximation may be incorrect,0
Worthing,E07000229,West Sussex,South East,England,Sussex,E23000033,5,976,981,0.509683995922528,511,100922,101433,0.5037808208374001,1.011779520435937,0.32638275757194024,2.3846867769758067,1.0117177447829704,0.4202508497805625,2.435623379805673,Chi-squared approximation may be incorrect,0
Bromsgrove,E07000234,Worcestershire,West Midlands,England,West Mercia,E23000016,4,779,783,0.5108556832694764,179,92036,92215,0.19411158705199805,2.6400593020960486,0.7097946807375665,6.904462646862016,2.6317629515471936,0.9794958710612782,7.071164297642136,Chi-squared approximation may be incorrect,0
Malvern Hills,E07000235,Worcestershire,West Midlands,England,West Mercia,E23000016,1,469,470,0.2127659574468085,91,76479,76570,0.11884550084889642,1.7918861637358907,0.04478719978364721,10.28526512711796,1.7902735562310033,0.25001168527837014,12.819718416646708,Chi-squared approximation may be incorrect,0
Redditch,E07000236,Worcestershire,West Midlands,England,West Mercia,E23000016,4,494,498,0.8032128514056224,239,77824,78063,0.306162970933733,2.6365390505972917,0.7097459697064055,6.880974842435587,2.6234813731915105,0.9804824195426252,7.019661320081019,Chi-squared approximation may be incorrect,0
Worcester,E07000237,Worcestershire,West Midlands,England,West Mercia,E23000016,0,716,716,0,313,92938,93251,0.3356532369626063,0,0,1.5428199878506508,0,0,NA,Chi-squared approximation may be incorrect,0
Wychavon,E07000238,Worcestershire,West Midlands,England,West Mercia,E23000016,1,545,546,0.18315018315018314,207,127333,127540,0.1623020228947781,1.128686144856712,0.028388817230316814,6.385954753809661,1.1284528675833023,0.15849282824590985,8.034470003786055,Chi-squared approximation may be incorrect,0
